X,external_lfdn,tester,dispcode,lastpage,quality,duration,userID,gender,age,region,language,WFHmog,Wpct,Wcur,Wlead,FREELANCE,ORGtime,ORGsect,ORGsize,Whour,WFHopi,FLEXd,FLEXh,COMUd,COMUhin,COMUruc,COMU1,COMU2,COMU3,COMU4,COMU5,COMU6,COMU7,COMU8,WFHwish,WFHwish_m,WFHwish_tu,WFHwish_w,WFHwish_th,WFHwish_f,WFHwish_sa,WFHwish_su,WFHwish_non,crucial,WFHday_o,WFHday_r,AGday_r,WFHdec,WFHloc1,WFHloc2,WFHloc3,WFHloc4,WFHloc5,WFHnorm,JOD1,JOD3,JOD2,JODf,JODP1,JODP3,JODP2,JOP1,JOP2,JOP3,JOP4,JOPf,JSInp,JSInf,JSIf,SDTr1,SDTr2,SDTr3,SDTr4,SDTc1,SDTc2,QC1,SDTc3,SDTc4,SDTa1,SDTa2,SDTa3,SDTa4,AFn,AFp,EXH1,EXH2,EXH3,EXH4,WLB,SAT,COM,TRUSTs,TRUSTo,LONE,ABSENT,PRESENT,WFHadv1,WFHadv2,WFHadv3,WFHadv4,WFHadv5,WFHadv6,WFHadv7,WFHadv8,WFHadv9,WFHadv10,AGadv1,AGadv2,AGadv3,AGadv4,AGadv5,AGadv6,AGadv7,WFHauss,WFHerg1,WFHerg2,WFHerg3,AGerg1,AGerg2,AGerg3,AGdesk,WFHhealth1,WFHhealth2,WFHhealth3,WFHfuture1,WFHfuture2,WFHfuture3,WFHfuture4,WFHfuture5,WFHfuture6,WFHfuture7,WFHfuture8,WFHexp1,WFHexp2,WFHculture1,WFHculture2,WFHculture3,NATION,EDUCATION,BRUTTO,REGION,LIVING1,LIVING2,LIVING3,LIVING4,LIVING5,LIVING6,HOUSEH1,HOUSEH2,HOUSEH3,JO1,JO2,JO3,ext_host,ip_addr,browser,referer,device_type,participant_browser,participant_browser_version,participant_os,participant_device,participant_brand,participant_model,participant_isbot,participant_continent,participant_country,participant_region,participant_city,participant_latitude,participant_longitude,quota,quota_assignment,quota_rejected_id,page_history,hflip,vflip,output_mode,javascript,flash,session_id,language,cleaned,ats,datetime,date_of_last_access,date_of_first_mail,rts276638,rts276640,rts276644,rts276645,rts276663,rts276891,rts276892,rts276894,rts276896,rts276897,rts276898,rts276915,rts276916,rts276921,rts276922,rts276923,rts276940,rts276941,rts276943,rts276944,rts276946,rts276947,rts277030,rts277059,rts277060,rts277376,rts280445,rts280451,rts280452,rts280455,JOD1r,JOD2r,JOD3r,JODfr,JODP1r,JODP2r,JODP3r,JOP1r,JOP2r,JOP3r,JOP4r,JOPfr,JSInfr,JSInpr,JSIfr,JO1r,JO2r,JO3r,COMUdr,WFHwishr,WFHday_or,WFHday_rr
416,0,0,31,276584,NA,852,2___a2b7fc6afc17e523215c6608b7136680_TSGFOGGP,2,37,1,1,2,80,4,1,1,5,7,5,34,4,3,4,4,25,25,0,0,1,0,0,0,0,0,5,1,1,0,0,0,0,0,0,5,2,3,7,1,1,0,0,NA,0,5,2,4,6,4,2,6,4,3,5,5,3,3,5,5,5,3,3,3,3,3,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,3,2,3,2,1,2,1,0,0,1,0,1,1,0,1,0,NA,1,0,1,0,1,0,NA,3,2,5,5,4,3,3,1,3,4,4,0,0,0,0,0,0,NA,1,6,1,3,1,1,1,5,NA,3,1,0,0,0,0,0,2,0,NA,5,5,5,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",https://deref-gmx.net/,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,3,"3,4,8",0,"276638,276640,276642,276644,276645,276892,276893,276894,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276942,276943,283970,276944,280446,287294,280445,276945,276946,276947,277376,276663,277029,277030,276890,287467,276896,276584",0,1,0,NA,NA,66592c72b826b81c03835e164129741e,1,0,1713889161,4/23/2024 16:19,4/23/2024 16:33,0000-00-00 00:00:00,11,22,319,367,833,0,388,450,852,504,523,547,609,619,664,680,473,713,730,746,785,804,840,561,638,806,777,564,478,683,1,5,3,3,1,3,5,2,4,4,2,2,4,4,4,4,4,4,3,2,1,1
417,0,0,31,276584,NA,288,2___6f7e1469c13ea547fecbb7158f36c816_TSGFOGGP,2,26,1,1,1,100,5,2,2,7,12,2,45,1,1,3,6,15,15,1,0,0,0,1,0,0,0,7,1,0,0,1,1,0,0,0,3,NA,NA,11,NA,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,4,5,4,4,4,5,5,5,5,2,4,3,3,2,3,3,4,4,5,5,NA,0,5,0,1,0,1,1,0,0,0,0,NA,0,1,0,0,1,0,NA,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,3,5,5,1,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,3,"3,4,8,11,12",0,"276,638,276,640,276,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,NA,NA,fb681d8dc00f37c43f4436ada53aa534,1,0,1713889725,4/23/2024 16:28,4/23/2024 16:33,0000-00-00 00:00:00,11,19,60,84,282,0,100,0,0,0,0,0,159,168,206,219,120,236,0,249,0,259,288,0,183,261,0,124,0,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA
418,0,0,31,276584,NA,768,2___f0a42a124dd82e7a30a172c375e8a2b2_TSGFOGGP,1,34,1,1,1,80,5,1,1,0.1,3,1,43,3,4,4,5,25,25,1,0,1,1,0,0,0,0,5,0,1,1,0,0,0,0,0,3,NA,NA,9,NA,0,0,0,NA,1,NA,1,7,1,1,5,5,5,7,7,7,7,7,7,7,7,3,4,3,4,4,5,4,5,5,5,4,4,5,2,4,2,2,2,2,4,4,5,5,5,NA,0,4,0,1,0,1,0,0,1,1,0,NA,1,0,1,1,1,0,NA,NA,NA,NA,NA,4,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,4,5,6,1,1,0,0,0,0,3,1,2,1,1,1,NA,NA,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,1,"1,4,8,11",0,"276638,276640,276642,276644,276645,276892,276893,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276942,283970,276944,280446,276945,276947,277376,276663,277029,277030,276890,276891,287467,276896,276584",1,1,0,NA,NA,083d7d1fe75f641de990418d184d33da,1,0,1713889273,4/23/2024 16:21,4/23/2024 16:34,0000-00-00 00:00:00,19,29,98,140,723,739,175,0,768,266,314,342,465,477,549,562,207,619,0,639,0,668,733,363,508,673,0,371,217,567,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA
419,0,0,31,276584,NA,837,2___21b8c5714c01c0152d39230bec7a7228_TSGFOGGP,1,46,3,3,1,100,4,1,1,4,5,5,40,NA,2,1,6,17,17,1,0,0,0,0,0,0,0,15,1,1,1,1,1,1,1,0,4,NA,NA,11,1,0,0,0,NA,1,NA,2,4,2,3,2,6,5,5,3,2,3,3,7,7,7,4,4,2,2,5,5,4,5,4,1,2,5,2,2,4,2,3,2,3,2,4,2,4,4,NA,0,3,1,1,1,1,1,1,1,1,0,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,4,5,7,1,1,0,0,0,0,4,2,10,3,3,4,NA,NA,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",android-app://com.google.android.gm/,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,1,"1,5,10,11",0,"276638,276640,276642,276644,276645,276892,276893,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276942,283970,276944,280446,276945,276947,277376,276663,277029,277030,276890,276891,287467,276896,276584",1,0,0,NA,NA,cf9f73e4be843a194fa0bf7b9917cc43,3,0,1713889349,4/23/2024 16:22,4/23/2024 16:36,0000-00-00 00:00:00,16,31,121,173,786,806,209,0,837,298,334,372,527,537,599,621,246,670,0,698,0,724,797,396,567,728,0,448,256,625,1,1,3,2,1,4,5,4,2,1,2,2,NA,NA,NA,2,2,3,5,7,NA,NA
420,0,0,31,276584,NA,600,2___cc8da6df781719f919b277b0aec1f295_TSGFOGGP,2,51,1,1,2,80,4,1,1,6,12,2,32,4,3,4,4,20,20,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,4,4,5,5,3,1,0,0,NA,0,4,6,4,5,6,6,6,6,5,6,5,5,5,6,6,6,4,5,4,4,5,5,4,5,4,5,5,4,4,3,4,2,1,1,1,5,5,5,5,4,1,1,3,1,0,1,0,1,0,1,0,0,NA,0,0,0,0,0,1,---,3,4,4,5,4,5,3,1,3,5,5,0,1,0,0,0,0,NA,0,6,1,3,1,2,1,5,NA,4,0,0,0,0,0,1,NA,NA,NA,5,5,5,NA,NA,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,3,"3,5,8",0,"276638,276640,276642,276644,276645,276892,276893,276894,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276942,276943,283970,276944,280446,287294,280445,276945,276946,276947,277376,276663,277029,276890,287467,276896,276584",1,1,0,NA,NA,563a198f65d10f2344d0810290b806a8,1,0,1713889636,4/23/2024 16:27,4/23/2024 16:37,0000-00-00 00:00:00,7,16,70,104,580,0,121,133,600,191,212,244,319,331,378,392,158,449,468,484,524,545,0,261,352,548,514,264,163,396,5,4,3,5,5,5,5,4,5,4,4,4,5,5,5,4,4,4,3,2,2,2
421,0,0,31,276584,NA,1491,2___04dade48088851641f94b6604aa0cb31_TSGFOGGP,1,49,3,3,1,100,5,1,1,29,11,2,40,NA,3,3,6,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,11,NA,0,0,0,NA,1,3,1,7,3,4,7,5,7,7,7,7,7,7,7,7,7,4,3,3,3,4,5,4,5,4,2,2,2,2,3,4,3,2,3,2,3,3,2,1,2,NA,0,3,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,3,5,7,1,1,0,0,0,0,4,2,11,1,1,1,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",https://rich-v01.bluewin.ch/,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,1,"1,5,10,11",0,"276638,276640,276642,276644,276645,276892,276893,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276942,283970,276944,280446,276945,276947,277376,276663,277029,277030,276890,276891,287467,276896,276584",0,0,0,NA,NA,68201af32f80061e51c3f20e2dd59a30,3,0,1713888862,4/23/2024 16:14,4/23/2024 16:39,0000-00-00 00:00:00,24,38,258,385,1444,1459,475,0,1491,696,752,847,991,1051,1169,1197,596,1283,0,1318,0,1363,1453,878,1097,1369,0,888,615,1203,NA,2,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA
422,0,0,31,276584,NA,669,2___0a9e0c0e0339d12f6a0aff01e640379c_TSGFOGGP,2,57,1,1,1,100,4,1,1,29,13,4,43,2,2,4,6,45,30,1,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,2,NA,NA,11,3,0,0,0,NA,1,4,4,5,2,6,3,4,2,5,5,5,5,5,6,6,6,4,4,4,4,4,4,4,5,4,4,5,4,3,3,4,2,3,2,2,4,4,4,5,3,4,2,4,0,1,0,0,1,0,0,1,0,NA,1,1,1,1,1,0,NA,NA,NA,NA,NA,5,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,3,NA,3,0,0,0,0,0,1,NA,NA,NA,6,6,6,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,3,"3,6,8,11",0,"276638,276640,276642,276644,276645,276892,276892,276892,276893,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276942,283970,276944,280446,276945,276947,277376,276663,277029,276890,287467,276896,276584",0,1,0,NA,NA,97f1f8492917be8fa85530eab778e68a,1,0,1713889824,4/23/2024 16:30,4/23/2024 16:41,0000-00-00 00:00:00,23,30,70,109,654,0,177,0,669,262,290,321,428,443,494,506,214,585,0,604,0,626,0,336,461,628,0,341,220,509,3,1,4,5,2,1,3,4,4,4,4,4,5,5,5,5,5,5,5,2,NA,NA
423,0,0,31,276584,NA,577,2___368f880e7ba7ee71de1216624c77440e_TSGFOGGP,1,27,3,3,1,50,6,1,1,5,14,2,20,1,1,1,7,15,15,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,3,NA,NA,11,2,0,0,0,NA,1,1,1,7,1,1,5,4,5,7,7,7,7,7,7,7,7,5,5,5,4,5,5,4,5,4,3,4,3,4,2,4,3,1,2,2,4,2,4,2,2,NA,0,4,1,0,0,0,0,0,1,0,0,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,3,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,3,7,1,0,0,0,0,0,2,0,NA,1,1,1,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,1,"1,4,10,11,12",0,"276638,276640,276642,276644,276645,276892,276893,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276941,276941,276942,283970,276944,280446,276945,276947,277376,276663,277029,277030,276890,287467,276896,276584",0,1,0,NA,NA,45c42069c627d45f6f411bcd13a91a4c,3,0,1713890430,4/23/2024 16:40,4/23/2024 16:50,0000-00-00 00:00:00,14,25,109,138,545,0,167,0,577,219,254,274,354,363,409,423,194,475,0,501,0,521,550,284,386,523,0,289,201,425,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA
424,0,0,31,276584,NA,1755,2___5fb8ecbd6c76ecee9599b19df4a23e25_TSGFOGGP,1,34,1,1,2,100,4,1,1,6,NA,5,40,3,4,2,6,12,12,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,3,2,1,11,3,1,0,0,NA,0,4,5,5,6,5,3,6,3,3,5,6,5,5,6,5,6,5,5,4,4,4,4,4,4,4,4,4,4,3,2,4,2,2,2,2,4,4,3,4,4,3,0,2,1,0,0,0,1,0,1,0,0,NA,1,0,1,1,0,0,NA,3,3,3,4,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,1,1,1,3,5,4,0,0,0,0,1,0,6,0,NA,5,5,5,NA,NA,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",android-app://com.google.android.gm/,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,1,"1,4,8",0,"276638,276640,276642,276644,276645,276892,276893,276894,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276942,276943,283970,276944,280446,276945,276946,276947,277376,276663,277029,277030,276890,287467,276896,276584",1,1,0,NA,NA,e4d112860a4d7aaaafe54b7b5822f4cc,1,0,1713889330,4/23/2024 16:22,4/23/2024 16:51,0000-00-00 00:00:00,8,19,81,107,1735,0,127,146,1755,197,225,244,308,316,358,1400,169,1603,1639,1656,1667,1693,1741,258,332,1696,0,260,176,1503,4,5,4,4,2,2,5,2,4,5,4,4,4,5,5,4,4,4,5,1,1,0
425,0,0,31,276584,NA,960,2___5d97e8419ef998eb5e8628fd0592bcb9_TSGFOGGP,2,51,1,1,2,50,4,1,1,17,NA,1,20,2,4,4,3,30,30,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,1,5,6,7,5,4,1,0,0,NA,0,5,2,6,4,6,5,6,3,6,6,6,5,6,6,6,6,4,4,4,5,4,4,4,4,3,4,4,4,4,2,4,2,3,1,2,4,4,4,5,5,4,5,4,1,1,1,1,1,1,1,1,0,NA,1,1,1,0,1,0,NA,1,4,5,5,3,3,4,2,4,4,4,0,0,0,0,0,0,NA,1,6,2,5,1,1,1,5,NA,5,1,1,0,0,0,0,4,2,18,6,6,6,NA,NA,Mozilla/5.0 (Android 14; Mobile; rv:124.0) Gecko/124.0 Firefox/124.0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,3,"3,5,8",0,"276638,276640,276642,276644,276645,276892,276645,276645,276892,276893,276894,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276942,276943,283970,276944,280446,287294,280445,276945,276946,276947,277376,276663,277029,277030,276890,276891,287467,276896,276584",0,0,0,NA,NA,8aec02755d364f057ef98ba4f895eb63,1,0,1713890143,4/23/2024 16:35,4/23/2024 16:51,0000-00-00 00:00:00,19,34,133,230,926,938,259,284,960,382,411,449,581,596,658,675,318,728,751,773,824,869,933,470,620,873,813,497,333,679,1,3,5,5,4,2,5,5,5,5,4,5,5,5,5,5,5,5,2,3,3,3
426,0,0,31,276584,NA,1058,2___bb5f6c583213740bf73e7046a38ddd46_TSGFOGGP,1,62,2,2,1,40,6,1,1,20,4,7,16,NA,1,1,5,30,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,9,NA,0,0,0,NA,1,1,1,7,1,1,7,7,7,7,7,7,7,7,7,7,7,5,5,4,4,4,5,4,4,4,3,3,4,2,2,4,2,4,2,3,4,4,4,5,4,NA,0,3,1,0,0,0,0,0,1,0,0,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,6,5,1,1,0,0,0,0,0,2,0,NA,1,1,1,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",https://rich-v02.bluewin.ch/,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,1,"1,6,9,11",0,"276638,276640,276642,276644,276645,276892,276893,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276942,283970,276944,280446,276945,276947,277376,276663,277029,277030,276890,287467,276896,276584",0,1,0,NA,NA,d32803f76a289d27a32517bbe649ca82,2,0,1713890077,4/23/2024 16:34,4/23/2024 16:52,0000-00-00 00:00:00,18,36,147,292,1017,0,327,0,1058,452,478,514,645,664,749,775,385,852,0,906,0,937,1027,539,704,944,0,547,398,782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA
427,0,0,31,276584,NA,916,2___7af42d5f2d6a3f06cefd3e844a95a007_TSGFOGGP,2,54,1,1,1,100,4,2,1,32,12,3,45,1,1,1,6,15,15,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,NA,NA,11,1,1,0,0,NA,0,1,2,2,6,6,2,2,7,7,5,5,5,6,6,6,6,5,5,4,5,5,5,4,5,5,4,4,4,4,1,4,4,3,2,2,4,4,4,4,4,5,1,4,0,1,0,0,0,1,0,0,0,NA,1,1,1,1,1,0,NA,NA,NA,NA,NA,5,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,5,7,5,0,1,0,0,0,0,3,2,20,6,6,6,NA,NA,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,3,"3,5,8,11",0,"276638,276640,276642,276644,276645,276892,276893,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,276923,276923,280455,276941,276942,283970,276944,280446,276945,276947,277376,276663,277029,277030,276890,276891,287467,276896,276584",1,0,0,NA,NA,32d2b4c33cd7a81a1b013f7797ce6d48,1,0,1713890279,4/23/2024 16:37,4/23/2024 16:53,0000-00-00 00:00:00,5,18,108,158,863,880,227,0,916,309,353,406,573,587,662,692,257,760,0,783,0,806,872,466,622,810,0,480,273,697,1,5,1,5,1,NA,1,NA,4,4,4,5,5,5,5,5,5,5,5,1,NA,NA
428,0,0,31,276584,NA,826,2___326bb354220d0efba6df23380b5f1af7_TSGFOGGP,1,58,1,1,2,100,3,2,1,4.5,2,3,48,2,2,3,6,45,45,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,2,1,11,4,1,0,0,NA,0,2,2,6,2,6,5,5,5,5,6,5,5,5,6,7,5,4,4,3,4,5,4,4,5,4,4,4,4,4,2,3,1,2,1,1,4,4,5,5,5,1,0,4,1,0,0,0,1,1,0,1,0,NA,1,0,1,1,1,0,NA,3,3,3,4,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,2,1,5,8,6,1,0,0,0,0,0,2,0,NA,6,6,6,NA,NA,"Mozilla/5.0 (iPad; CPU OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,1,"1,6,8",0,"276638,276640,276642,276644,276645,276892,276893,276894,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276942,276943,283970,276944,280446,276945,276946,276947,277376,276663,277029,277030,276890,287467,276896,276584",1,0,0,NA,NA,c711aa5c8a13ed5e1f625b914f729079,1,0,1713890552,4/23/2024 16:42,4/23/2024 16:56,0000-00-00 00:00:00,12,30,138,181,795,0,216,234,826,360,384,422,543,557,616,631,272,671,698,714,728,750,802,444,580,753,0,450,276,634,1,1,5,5,4,4,4,4,5,4,4,4,NA,5,4,5,5,5,5,1,1,0
429,0,0,32,276584,NA,-1,2___022f8562e0b58b6386862fbdd2d7a14e_TSGFOGGP,1,29,1,1,2,50,4,1,1,14,5,7,30,5,3,4,3,150,160,0,0,1,1,1,0,0,0,15,0,0,0,0,0,0,0,1,4,2,2,0,0,0,0,0,NA,0,2,4,4,2,5,6,6,5,4,5,3,3,3,5,5,5,4,4,3,4,5,4,4,4,4,3,4,3,3,4,3,4,4,4,3,1,3,4,4,3,1,0,5,1,1,0,0,1,0,1,1,0,NA,1,1,1,1,0,0,NA,5,3,1,5,NA,NA,NA,NA,4,2,1,0,1,0,1,1,0,NA,0,4,1,1,4,4,1,4,NA,5,0,0,0,0,0,1,NA,NA,NA,4,4,4,NA,NA,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,1,"1,4,8,12",0,"276638,276640,276642,276644,276645,276892,276893,276894,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276942,276943,283970,280446,287294,280445,283970,280446,287294,280445,280445,280445,276945,276946,276947,277376,276663,277029,276890,287467,276896,276584",0,1,0,NA,NA,3d78b53ed81b4deec4f3b9f16152aad3,1,0,1713878321,4/23/2024 13:18,4/23/2024 17:09,0000-00-00 00:00:00,16,24,123,179,13826,0,210,225,13844,346,374,404,511,531,577,588,306,639,11540,0,13771,13792,0,423,548,13796,13759,432,312,593,3,1,3,4,5,4,5,3,4,2,2,2,4,4,4,3,3,3,2,7,1,0.5
430,0,0,31,276584,NA,1028,2___7b465357667efc3b84a01a9f2d7c7179_TSGFOGGP,1,42,3,3,2,100,4,1,1,16,8,6,42,5,4,4,4,10,10,1,0,0,0,0,1,0,0,7,1,1,1,0,0,0,0,0,5,4,5,7,1,1,0,0,NA,0,4,5,5,6,5,5,4,5,5,4,5,5,5,5,5,5,3,4,3,3,5,5,4,5,5,4,4,4,4,3,4,2,2,2,2,4,4,4,4,4,1,0,3,1,1,1,1,1,0,0,1,0,NA,0,0,1,0,0,0,NA,3,5,5,4,5,5,3,1,3,4,4,0,0,0,0,0,0,NA,1,6,1,3,3,3,1,5,6,7,1,1,0,0,0,0,3,1,3,5,5,5,NA,NA,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,1,"1,5,10",0,"276638,276640,276640,276640,276642,276644,276645,276892,276893,276894,276940,283969,280452,276897,276898,276915,277059,280451,276916,276917,276921,277060,276922,276923,280455,276941,276942,276943,283970,276944,280446,287294,280445,276945,276946,276947,277376,276663,277029,277030,276890,276891,287467,276896,276584",1,1,0,NA,NA,f6324be92f1650bd636f1806c3c7b775,3,0,1713891613,4/23/2024 17:00,4/23/2024 17:17,0000-00-00 00:00:00,17,42,210,292,994,1008,327,337,1028,445,479,513,615,634,695,711,368,775,807,828,885,912,1002,533,672,915,875,538,378,716,4,5,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,2,2
